,activity,appCat.builtin_count,appCat.builtin_sum,appCat.communication_count,appCat.communication_sum,appCat.entertainment_count,appCat.entertainment_sum,appCat.finance_count,appCat.finance_sum,appCat.game_count,appCat.game_sum,appCat.office_count,appCat.office_sum,appCat.other_count,appCat.other_sum,appCat.social_count,appCat.social_sum,appCat.travel_count,appCat.travel_sum,appCat.unknown_count,appCat.unknown_sum,appCat.utilities_count,appCat.utilities_sum,appCat.weather_count,appCat.weather_sum,call,circumplex.arousal,circumplex.valence,holiday,id,mood,screen_count,screen_sum,sms,temperature,week_day_0,week_day_1,week_day_2,week_day_3,week_day_4,week_day_5,week_day_6
2014-02-27 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,False,AS14.01,6.333333333333333,,,0.0,4.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-02-28 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False,AS14.01,,,,0.0,5.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-03-01 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,1.0,5.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-03-02 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-03-03 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False,AS14.01,,,,0.0,4.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-04 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,0.0,5.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-03-05 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False,AS14.01,,,,0.0,5.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-03-06 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False,AS14.01,,,,0.0,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-03-07 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,False,AS14.01,,,,0.0,7.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-03-08 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,0.0,8.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-03-09 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-03-10 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False,AS14.01,,,,0.0,9.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-11 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,False,AS14.01,,,,0.0,9.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-03-12 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,False,AS14.01,,,,1.0,8.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-03-13 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False,AS14.01,,,,0.0,7.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-03-14 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,False,AS14.01,,,,1.0,6.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-03-15 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,1.0,9.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-03-16 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,3.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-03-17 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,False,AS14.01,,,,1.0,10.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-18 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False,AS14.01,,,,2.0,9.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-03-19 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,False,AS14.01,,,,0.0,11.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-03-20 00:00:00.000000000,0.08154761904761905,40.0,121.46600000000002,33.0,980.9110000000001,3.0,42.593,,,,,,,2.0,11.345,10.0,621.094,,,1.0,45.173,2.0,21.073999999999998,,,1.0,,,False,AS14.01,,5.0,128.8430004119874,0.0,12.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-03-21 00:00:00.000000000,0.07427453785627357,205.0,1090.6169999999993,98.0,2850.0419999999995,12.0,100.898,8.0,49.544000000000004,,,1.0,5.479,5.0,50.465,56.0,3121.746999999999,10.0,167.373,0.0,0.0,23.0,229.13799999999998,,,6.0,0.2,0.2,False,AS14.01,6.2,86.0,2867.962999582291,0.0,7.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-03-22 00:00:00.000000000,0.17971544679375734,93.0,476.7370000000001,81.0,1946.6830000000002,1.0,4.01,3.0,21.076,,,0.0,0.0,6.0,60.565,12.0,439.6319999999999,1.0,37.305,0.0,0.0,2.0,53.188,,,3.0,0.6,0.5,False,AS14.01,6.75,115.0,3038.4639995098114,1.0,6.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-03-23 00:00:00.000000000,0.14274111580506368,101.0,540.9150000000001,87.0,2680.5350000000008,1.0,4.0280000000000005,4.0,43.403000000000006,,,0.0,0.0,5.0,40.604,17.0,649.4139999999999,0.0,0.0,0.0,0.0,1.0,30.086,1.0,30.386,0.0,0.2,0.8,False,AS14.01,6.8,86.0,2780.277001142501,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-03-24 00:00:00.000000000,0.07896105611559798,170.0,731.4559999999999,181.0,5070.6280000000015,6.0,70.289,6.0,34.106,,,1.0,3.01,6.0,66.55799999999999,37.0,1362.7849999999994,4.0,35.004999999999995,0.0,0.0,1.0,10.064,,,10.0,0.8,0.0,False,AS14.01,6.25,174.0,5953.697000980377,0.0,5.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-25 00:00:00.000000000,0.07678917874631588,96.0,445.34299999999996,123.0,3673.3280000000004,1.0,18.066,4.0,43.053999999999995,,,0.0,0.0,4.0,31.68,25.0,1233.253,0.0,0.0,7.0,79.546,10.0,222.893,,,0.0,0.5,0.5,False,AS14.01,6.75,99.0,3326.493999004363,1.0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-03-26 00:00:00.000000000,0.06997242703377118,128.0,608.6699999999997,172.0,4399.854,2.0,31.131,6.0,52.331,,,0.0,0.0,5.0,56.525,31.0,1589.3010000000002,0.0,0.0,0.0,0.0,1.0,33.365,,,0.0,-0.2,0.6,False,AS14.01,6.6,155.0,5123.954999923706,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-03-27 00:00:00.000000000,0.06314977026592179,148.0,795.431,149.0,3956.9830000000006,3.0,39.289,3.0,42.218999999999994,,,9.0,72.082,6.0,58.532,12.0,440.7670000000001,2.0,47.314,0.0,0.0,10.0,127.802,,,2.0,0.2,0.8,False,AS14.01,7.0,118.0,4165.831999778748,1.0,8.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-03-28 00:00:00.000000000,0.056049866232091336,118.0,649.0259999999998,36.0,866.8329999999999,4.0,74.363,7.0,89.166,2.0,233.03599999999997,0.0,0.0,3.0,53.521,20.0,512.741,15.0,372.82599999999996,0.0,0.0,8.0,130.822,,,5.0,-0.6,0.6,False,AS14.01,6.75,81.0,2522.1649994850172,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-03-29 00:00:00.000000000,0.052169245762126316,79.0,428.9789999999999,52.0,1512.28,7.0,75.78,0.0,0.0,0.0,0.0,0.0,0.0,6.0,86.09100000000001,8.0,472.88800000000003,3.0,52.435,0.0,0.0,19.0,236.857,,,4.0,0.2,1.0,False,AS14.01,8.0,50.0,1435.9450001716605,1.0,11.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-03-30 00:00:00.000000000,0.049092970521542004,48.0,229.79100000000003,18.0,438.07,1.0,31.269000000000002,0.0,0.0,0.0,0.0,0.0,0.0,6.0,74.003,3.0,167.685,0.0,0.0,2.0,66.477,1.0,38.296,,,0.0,-0.5,0.75,False,AS14.01,7.5,20.0,489.43400049209635,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-03-31 00:00:00.000000000,0.07050548088338955,164.0,813.6800000000004,118.0,3221.253,20.0,231.92600000000002,6.0,41.255,1.0,51.176,0.0,0.0,8.0,110.27,22.0,896.8910000000001,5.0,183.38100000000003,1.0,29.29,16.0,158.082,,,6.0,0.0,0.6,False,AS14.01,7.4,104.0,3026.7320001125345,0.0,14.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01 00:00:00.000000000,0.07250062991652341,230.0,983.9610000000001,176.0,4740.233000000001,16.0,185.36200000000002,31.0,184.48,3.0,234.741,1.0,3.159,7.0,72.999,105.0,3283.5150000000017,8.0,230.84900000000002,0.0,0.0,24.0,309.149,,,1.0,0.2,0.0,False,AS14.01,6.666666666666667,162.0,5049.953001022339,0.0,12.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-04-02 00:00:00.000000000,0.10191661063822345,199.0,939.2199999999996,195.0,5207.387999999999,18.0,220.68,17.0,107.011,0.0,0.0,,,18.0,141.81700000000004,46.0,1603.273,0.0,0.0,0.0,0.0,14.0,161.85399999999998,,,4.0,0.3333333333333333,0.6666666666666666,False,AS14.01,6.5,194.0,5997.365000009536,0.0,13.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-03 00:00:00.000000000,0.04923847270844107,236.0,1020.8539999999991,276.0,7508.426000000003,19.0,272.906,2.0,13.032,0.0,0.0,,,14.0,143.31300000000002,69.0,2395.0110000000004,1.0,19.082,0.0,0.0,12.0,136.32799999999997,,,4.0,-1.2,0.0,False,AS14.01,6.4,239.0,6796.703999757766,0.0,15.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-04-04 00:00:00.000000000,0.0967691451339438,185.0,881.9789999999996,111.0,2957.7430000000004,7.0,33.656000000000006,0.0,0.0,0.0,0.0,,,6.0,58.754000000000005,25.0,989.1120000000002,6.0,47.657,0.0,0.0,13.0,128.692,,,2.0,0.2,0.4,False,AS14.01,6.2,139.0,3295.006999969483,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-04-05 00:00:00.000000000,0.06599129322117125,90.0,451.49899999999985,46.0,1208.282,0.0,0.0,0.0,0.0,0.0,0.0,,,7.0,81.133,8.0,363.208,6.0,187.94500000000002,0.0,0.0,9.0,118.956,,,0.0,-0.4,0.6,False,AS14.01,6.8,59.0,1882.5119998455054,0.0,11.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-04-06 00:00:00.000000000,0.024963886504471348,118.0,489.216,61.0,1444.1890000000005,0.0,0.0,0.0,0.0,2.0,114.406,,,5.0,65.636,4.0,123.714,0.0,0.0,0.0,0.0,5.0,46.249,,,4.0,-0.75,0.5,False,AS14.01,6.5,80.0,2391.862000226975,0.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-04-07 00:00:00.000000000,0.035482387312331706,126.0,735.2230000000001,109.0,2690.6369999999993,3.0,14.201999999999998,5.0,46.128,0.0,0.0,,,6.0,73.053,22.0,876.78,1.0,60.247,0.0,0.0,2.0,5.064,,,1.0,-0.6666666666666666,0.25,False,AS14.01,6.5,101.0,2388.80299949646,0.0,15.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-08 00:00:00.000000000,0.07532705826134849,152.0,715.5099999999999,179.0,4354.424,7.0,127.957,3.0,19.131,0.0,0.0,,,6.0,50.412,40.0,1036.9909999999995,0.0,0.0,0.0,0.0,2.0,36.143,,,1.0,-0.4,0.3333333333333333,False,AS14.01,7.0,191.0,5578.904001951219,0.0,9.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-04-09 00:00:00.000000000,0.09041903403526776,165.0,808.3729999999996,151.0,3989.1649999999995,3.0,31.185,0.0,0.0,0.0,0.0,,,6.0,42.25600000000001,61.0,2148.6229999999996,0.0,0.0,0.0,0.0,2.0,31.395,,,4.0,-0.8,1.0,False,AS14.01,7.4,177.0,6106.711001396181,0.0,10.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-10 00:00:00.000000000,0.05939951760185541,103.0,569.4879999999998,66.0,2129.1870000000004,8.0,80.96799999999999,0.0,0.0,1.0,1.0590000000000002,,,7.0,66.89,29.0,960.0950000000001,0.0,0.0,0.0,0.0,13.0,184.397,,,7.0,-0.4,0.8,False,AS14.01,7.4,76.0,2450.6219995021834,0.0,12.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-04-11 00:00:00.000000000,0.06247435778538248,126.0,622.105,115.0,2558.446,8.0,65.87499999999999,6.0,94.093,0.0,0.0,,,6.0,51.45200000000001,13.0,596.807,1.0,34.234,0.0,0.0,8.0,132.267,,,0.0,-1.2,0.8,False,AS14.01,7.0,110.0,3464.7020003795624,0.0,11.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-04-12 00:00:00.000000000,0.05727438298352038,52.0,256.139,40.0,1074.8370000000002,2.0,19.607,0.0,0.0,0.0,0.0,,,7.0,79.033,6.0,264.432,1.0,5.031000000000001,0.0,0.0,22.0,166.43099999999993,,,0.0,-0.75,0.75,False,AS14.01,7.25,40.0,1398.79700088501,0.0,9.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-04-13 00:00:00.000000000,0.014021328954370723,69.0,313.1949999999999,20.0,625.7869999999999,2.0,39.477999999999994,9.0,82.413,0.0,0.0,,,11.0,94.20899999999999,2.0,34.502,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.25,1.0,False,AS14.01,8.0,31.0,929.8209991455085,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-04-14 00:00:00.000000000,0.0691115971181695,170.0,734.3520000000001,109.0,3226.2790000000014,7.0,67.091,6.0,89.32300000000001,0.0,0.0,,,11.0,107.91600000000001,16.0,726.0330000000001,2.0,29.104000000000003,0.0,0.0,21.0,257.21999999999997,,,1.0,-1.2,0.6,False,AS14.01,7.2,110.0,4047.018999338149,1.0,8.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-15 00:00:00.000000000,0.09011215278072525,226.0,1120.0349999999987,142.0,4050.978999999999,10.0,213.17499999999998,3.0,13.043,0.0,0.0,,,5.0,48.597,39.0,1939.032,1.0,8.363,0.0,0.0,11.0,127.97399999999998,,,8.0,0.0,0.8,False,AS14.01,7.0,116.0,4120.126998186111,1.0,7.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-04-16 00:00:00.000000000,0.08116239991971495,141.0,654.279,132.0,3146.743,14.0,162.41600000000003,0.0,0.0,0.0,0.0,,,6.0,40.78399999999999,27.0,1337.799,0.0,0.0,0.0,0.0,8.0,119.06200000000001,,,0.0,0.75,0.5,False,AS14.01,7.2,145.0,4073.0169992446895,1.0,7.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-17 00:00:00.000000000,0.05691785667209682,111.0,497.997,90.0,2638.357,3.0,57.858,0.0,0.0,0.0,0.0,,,5.0,53.763000000000005,27.0,907.8060000000002,0.0,0.0,0.0,0.0,3.0,49.718,,,2.0,-0.4,0.6,False,AS14.01,6.6,84.0,2628.2040004730234,0.0,10.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-04-18 00:00:00.000000000,0.07443811797934582,126.0,629.117,65.0,1812.1030000000003,5.0,82.306,6.0,63.494,0.0,0.0,,,7.0,47.788999999999994,7.0,140.966,3.0,63.873999999999995,0.0,0.0,3.0,32.461,,,1.0,-0.8,0.8,False,AS14.01,6.8,70.0,2022.1869997978206,0.0,8.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-04-19 00:00:00.000000000,0.09943191172384026,116.0,530.302,74.0,2271.2309999999993,3.0,58.393,5.0,39.382000000000005,1.0,29.084,,,5.0,31.482,11.0,396.67199999999997,2.0,128.89,0.0,0.0,7.0,68.408,,,1.0,-0.2,1.0,False,AS14.01,7.8,69.0,2392.726000785827,0.0,11.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-04-20 00:00:00.000000000,0.057142601197968323,138.0,595.019,75.0,2561.1309999999985,5.0,67.004,2.0,10.606000000000002,0.0,0.0,,,5.0,34.202,20.0,656.564,0.0,0.0,0.0,0.0,10.0,121.03500000000001,,,2.0,-0.25,0.75,True,AS14.01,7.25,77.0,3295.3890008926405,2.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-04-21 00:00:00.000000000,0.06507927436034487,94.0,605.7759999999996,38.0,886.786,3.0,36.538,3.0,33.266,0.0,0.0,,,5.0,58.04899999999999,6.0,160.66,3.0,68.278,0.0,0.0,9.0,123.285,,,2.0,-0.25,1.0,True,AS14.01,7.6,51.0,1390.436999082566,0.0,12.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-22 00:00:00.000000000,0.09192955182229205,170.0,823.2989999999993,224.0,6896.553999999998,17.0,165.63799999999998,6.0,38.453,0.0,0.0,,,6.0,63.16,19.0,968.1339999999999,0.0,0.0,0.0,0.0,17.0,227.327,,,2.0,0.2,1.0,False,AS14.01,7.4,159.0,5566.0029990673065,0.0,12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-04-23 00:00:00.000000000,0.04598568913376553,136.0,622.6549999999996,146.0,4253.7210000000005,6.0,97.299,3.0,18.051,0.0,0.0,,,6.0,42.398,12.0,526.598,0.0,0.0,0.0,0.0,9.0,137.52200000000002,,,1.0,0.2,1.0,False,AS14.01,7.6,131.0,4333.188999414443,0.0,13.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-04-24 00:00:00.000000000,0.035149938093954565,144.0,596.8590000000002,124.0,3944.6119999999996,26.0,392.782,4.0,41.208,0.0,0.0,,,4.0,31.933,31.0,1283.4490000000005,3.0,51.184,0.0,0.0,28.0,424.81799999999987,,,1.0,-0.4,1.0,False,AS14.01,7.6,82.0,3718.0759997367863,0.0,13.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-04-25 00:00:00.000000000,0.09417991711545827,122.0,453.5100000000001,128.0,3811.845,7.0,93.68499999999999,3.0,21.070999999999998,0.0,0.0,,,6.0,68.847,19.0,981.616,3.0,63.316,0.0,0.0,15.0,159.93700000000004,,,2.0,-0.2,0.8,False,AS14.01,7.2,127.0,4026.8089995384216,1.0,17.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-04-26 00:00:00.000000000,0.05147666521632857,95.0,609.6049999999999,36.0,864.5729999999998,0.0,0.0,4.0,27.267000000000003,0.0,0.0,,,5.0,46.205,2.0,45.343999999999994,20.0,470.77300000000014,1.0,3.148,19.0,192.69699999999997,,,3.0,-0.2,1.0,True,AS14.01,7.6,59.0,1741.6609997749326,4.0,14.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-04-27 00:00:00.000000000,0.030478923798963695,67.0,411.7339999999999,41.0,1012.3240000000002,8.0,168.645,0.0,0.0,0.0,0.0,,,6.0,42.559,2.0,27.470000000000002,0.0,0.0,0.0,0.0,6.0,60.337999999999994,,,0.0,0.0,1.0,False,AS14.01,7.5,44.0,1438.7260000705724,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-04-28 00:00:00.000000000,0.0196753225383989,107.0,533.0120000000001,73.0,2608.037,8.0,83.16100000000002,7.0,46.306999999999995,0.0,0.0,,,5.0,40.222,9.0,264.623,0.0,0.0,0.0,0.0,22.0,380.193,,,2.0,-0.8,0.8,False,AS14.01,7.6,72.0,2327.9089999198904,0.0,13.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-29 00:00:00.000000000,0.08859245809289905,131.0,618.5509999999995,71.0,1916.463,11.0,126.06099999999998,0.0,0.0,1.0,38.211,,,5.0,40.471999999999994,3.0,220.728,2.0,41.982,0.0,0.0,16.0,212.60299999999998,,,0.0,-0.25,1.0,False,AS14.01,7.0,88.0,2780.652999162675,0.0,13.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-04-30 00:00:00.000000000,0.11611900608459318,114.0,535.4480000000001,98.0,2563.472,10.0,94.076,5.0,46.214,,,,,6.0,70.996,9.0,89.166,16.0,272.798,0.0,0.0,4.0,56.731,,,1.0,-0.4,0.75,False,AS14.01,7.8,103.0,3058.685998916625,0.0,13.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-05-01 00:00:00.000000000,0.03706526814765703,184.0,826.4059999999994,183.0,5009.163999999997,3.0,17.994999999999997,37.0,332.84799999999996,,,,,6.0,44.43,27.0,1229.3480000000002,,,0.0,0.0,15.0,269.56899999999996,,,7.0,-0.4,1.0,False,AS14.01,8.0,170.0,5831.964999198912,4.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-05-02 00:00:00.000000000,0.07734101929677568,114.0,501.257,115.0,3095.9290000000005,3.0,85.27,25.0,181.50799999999998,,,,,5.0,32.443,16.0,539.208,,,0.0,0.0,2.0,11.082999999999998,,,,-0.2,1.0,False,AS14.01,7.6,105.0,3915.8930003643027,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-05-03 00:00:00.000000000,0.07174088489517204,72.0,429.6620000000001,50.0,1211.477,13.0,116.23800000000001,7.0,74.39600000000002,,,,,5.0,40.568999999999996,9.0,205.602,,,1.0,30.101999999999997,3.0,49.286,,,,-0.2,1.0,False,AS14.01,8.0,61.0,1937.3920004367822,1.0,8.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-05-04 00:00:00.000000000,0.03654453306746425,80.0,389.385,55.0,1346.862,4.0,60.349000000000004,,,,,,,5.0,35.525000000000006,4.0,154.734,,,,,0.0,0.0,,,,-0.5,1.0,False,AS14.01,8.0,55.0,1290.15399980545,,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-05-05 00:00:00.000000000,0.007842595452107337,27.0,236.05499999999998,20.0,455.26599999999996,,,,,,,,,,,1.0,25.104,,,,,1.0,3.47,,,,,,False,AS14.01,,10.0,282.02099990844704,,12.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1970-01-01 00:00:00.000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AS14.02,,,,,,,,,,,,
2014-02-17 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False,AS14.02,,,,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-18 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,False,AS14.02,,,,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-02-19 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,False,AS14.02,,,,3.0,7.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-02-20 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,False,AS14.02,,,,0.0,8.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2014-02-21 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,False,AS14.02,,,,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014-02-22 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False,AS14.02,,,,5.0,6.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2014-02-23 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,False,AS14.02,,,,1.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2014-02-24 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,False,AS14.02,,,,2.0,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-25 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,False,AS14.02,,,,2.0,8.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-02-26 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,False,AS14.02,,,,0.0,6.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2014-02-27 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,False,AS14.02,,,,0.0,4.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
