,activity,appCat.builtin_count,appCat.builtin_sum,appCat.communication_count,appCat.communication_sum,appCat.entertainment_count,appCat.entertainment_sum,appCat.finance_count,appCat.finance_sum,appCat.game_count,appCat.game_sum,appCat.office_count,appCat.office_sum,appCat.other_count,appCat.other_sum,appCat.social_count,appCat.social_sum,appCat.travel_count,appCat.travel_sum,appCat.unknown_count,appCat.unknown_sum,appCat.utilities_count,appCat.utilities_sum,appCat.weather_count,appCat.weather_sum,call,circumplex.arousal,circumplex.valence,mood,screen_count,screen_sum,sms
2014-04-01 00:00:00.000000000,0.11844324271273599,241.0,1385.5170000000003,184.0,6095.526000000001,24.0,1030.637,36.0,547.826,3.0,234.741,3.0,92.388,8.0,121.19000000000001,110.0,5040.067000000002,14.0,1614.621,0.0,0.0,27.0,517.636,,,1.0,0.2,0.0,6.0,190.0,17173.906002044678,0.0
2014-04-02 00:00:00.000000000,0.10191661063822345,220.0,3614.349,205.0,6920.155999999998,29.0,1343.3759999999997,19.0,247.777,0.0,0.0,1.0,90.48100000000001,23.0,541.541,53.0,3428.7920000000004,0.0,0.0,0.0,0.0,16.0,341.371,,,4.0,0.3333333333333333,0.6666666666666666,6.5,226.0,21358.510999917988,0.0
2014-04-03 00:00:00.000000000,0.04923847270844107,253.0,2321.4640000000018,311.0,14438.081999999997,26.0,1293.631,3.0,76.234,0.0,0.0,0.0,0.0,15.0,213.90199999999996,71.0,3154.241000000001,1.0,19.082,0.0,0.0,13.0,182.772,,,4.0,-1.2,0.0,6.4,268.0,21401.835000753403,0.0
2014-04-04 00:00:00.000000000,0.12668931120732582,192.0,1957.829,123.0,5481.628,16.0,1545.227,0.0,0.0,0.0,0.0,0.0,0.0,8.0,176.80100000000002,29.0,2086.197,7.0,158.24099999999999,0.0,0.0,13.0,128.692,,,2.0,0.2,0.4,6.2,154.0,12379.411000013357,1.0
2014-04-05 00:00:00.000000000,0.11900230220344549,93.0,15159.189999999993,50.0,1885.4089999999999,1.0,76.369,0.0,0.0,0.0,0.0,0.0,0.0,7.0,81.133,8.0,363.208,6.0,187.94500000000002,0.0,0.0,9.0,118.956,,,0.0,-0.4,0.6,6.8,63.0,3340.4309999942784,0.0
2014-04-06 00:00:00.000000000,0.06440779944246812,134.0,4548.662,70.0,3355.7430000000013,2.0,187.214,0.0,0.0,2.0,114.406,0.0,0.0,6.0,119.12,5.0,321.4599999999999,0.0,0.0,0.0,0.0,5.0,46.249,,,4.0,-0.75,0.5,6.5,91.0,7467.321999788283,0.0
2014-04-07 00:00:00.000000000,0.05067062117431789,131.0,927.3769999999997,129.0,7355.015000000001,6.0,447.121,5.0,46.128,0.0,0.0,1.0,17.107,8.0,170.34799999999998,24.0,1475.418,1.0,60.247,0.0,0.0,4.0,205.81100000000004,,,1.0,-0.6666666666666666,0.25,6.5,122.0,9846.380999803541,0.0
2014-04-08 00:00:00.000000000,0.07532705826134849,157.0,892.6889999999997,193.0,9477.553,21.0,3466.4789999999994,3.0,19.131,0.0,0.0,0.0,0.0,7.0,209.51399999999995,45.0,2655.121,0.0,0.0,0.0,0.0,2.0,36.143,,,1.0,-0.4,0.3333333333333333,6.6,212.0,15101.13200187683,0.0
2014-04-09 00:00:00.000000000,0.12038411453232874,171.0,1638.6170000000004,162.0,6177.075999999998,12.0,940.7699999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.0,346.654,64.0,2826.3500000000004,0.0,0.0,0.0,0.0,5.0,577.359,,,4.0,-0.8,1.0,7.4,201.0,13558.289000988008,0.0
2014-04-10 00:00:00.000000000,0.07896310519489107,107.0,715.3549999999998,75.0,4881.411,12.0,1858.8930000000005,0.0,0.0,1.0,1.0590000000000002,1.0,23.195,8.0,107.91900000000001,30.0,1174.7170000000003,0.0,0.0,0.0,0.0,15.0,377.68699999999995,,,7.0,-0.4,0.8,7.4,92.0,9296.098999261858,0.0
2014-04-11 00:00:00.000000000,0.07998620207306051,140.0,3369.0309999999995,121.0,3336.592000000002,16.0,1976.1380000000001,6.0,94.093,0.0,0.0,0.0,0.0,6.0,51.45200000000001,13.0,596.807,1.0,34.234,0.0,0.0,9.0,214.648,,,0.0,-1.2,0.8,7.0,123.0,10526.846000194553,0.0
2014-04-12 00:00:00.000000000,0.07224906147031818,54.0,302.44599999999986,46.0,6595.082999999998,12.0,2186.482,0.0,0.0,0.0,0.0,0.0,0.0,7.0,79.033,6.0,264.432,1.0,5.031000000000001,0.0,0.0,25.0,352.39199999999994,,,0.0,-0.75,0.75,7.25,47.0,11750.809000968928,0.0
2014-04-13 00:00:00.000000000,0.014021328954370723,71.0,447.41499999999996,23.0,1096.7949999999998,4.0,249.392,9.0,82.413,0.0,0.0,0.0,0.0,11.0,94.20899999999999,2.0,34.502,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-1.25,1.0,8.0,35.0,2005.7509992122657,0.0
2014-04-14 00:00:00.000000000,0.08388731446988419,176.0,961.5809999999999,126.0,6486.2840000000015,29.0,6265.556,6.0,89.32300000000001,0.0,0.0,0.0,0.0,12.0,145.09600000000003,18.0,2921.985,2.0,29.104000000000003,0.0,0.0,29.0,986.014,,,1.0,-1.2,0.6,7.2,130.0,17985.447999238968,1.0
2014-04-15 00:00:00.000000000,0.09011215278072525,237.0,1596.3559999999995,153.0,6224.230999999999,19.0,944.5219999999999,3.0,13.043,0.0,0.0,0.0,0.0,6.0,110.415,44.0,4428.210000000001,1.0,8.363,0.0,0.0,14.0,279.79299999999995,,,8.0,0.0,0.8,6.4,134.0,13585.222998380666,1.0
2014-04-16 00:00:00.000000000,0.11611033612712218,149.0,923.613,140.0,5175.016,18.0,426.73400000000004,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.78399999999999,29.0,1912.8520000000003,0.0,0.0,0.0,0.0,10.0,223.587,,,0.0,0.75,0.5,7.2,165.0,12522.47499895096,1.0
2014-04-17 00:00:00.000000000,0.05691785667209682,113.0,552.201,109.0,11853.338999999998,5.0,142.241,0.0,0.0,0.0,0.0,0.0,0.0,5.0,53.763000000000005,30.0,2107.146,0.0,0.0,0.0,0.0,3.0,49.718,,,2.0,-0.4,0.6,6.6,100.0,15018.480000734336,0.0
2014-04-18 00:00:00.000000000,0.09403300669497609,137.0,1860.8979999999997,82.0,5341.656999999999,9.0,774.354,7.0,119.163,0.0,0.0,0.0,0.0,7.0,47.788999999999994,10.0,1993.922,3.0,63.873999999999995,0.0,0.0,4.0,88.68,,,1.0,-0.8,0.8,6.8,86.0,13490.728999614708,0.0
2014-04-19 00:00:00.000000000,0.09943191172384026,124.0,946.1899999999996,77.0,2728.2599999999998,6.0,469.274,6.0,95.629,1.0,29.084,0.0,0.0,5.0,31.482,11.0,396.67199999999997,2.0,128.89,0.0,0.0,9.0,305.79600000000005,,,1.0,-0.2,1.0,7.8,82.0,13293.2480006218,0.0
2014-04-20 00:00:00.000000000,0.07481624304311597,146.0,897.0860000000001,87.0,4984.723999999999,12.0,727.492,2.0,10.606000000000002,0.0,0.0,0.0,0.0,5.0,34.202,24.0,2237.7419999999993,0.0,0.0,0.0,0.0,10.0,121.03500000000001,,,2.0,-0.25,0.75,7.25,89.0,8343.518000364305,2.0
2014-04-21 00:00:00.000000000,0.10204105896824717,103.0,3442.2319999999986,46.0,2004.3470000000004,4.0,74.88000000000001,3.0,33.266,0.0,0.0,0.0,0.0,5.0,58.04899999999999,7.0,428.97200000000004,3.0,68.278,0.0,0.0,10.0,210.88199999999998,,,2.0,-0.25,1.0,7.6,59.0,3832.9909992218018,0.0
2014-04-22 00:00:00.000000000,0.09192955182229205,183.0,2212.9540000000015,243.0,11360.913000000008,28.0,1101.017,6.0,38.453,0.0,0.0,0.0,0.0,6.0,63.16,21.0,1422.5479999999998,0.0,0.0,0.0,0.0,21.0,423.215,,,2.0,0.2,1.0,7.4,183.0,15490.269999265669,0.0
2014-04-23 00:00:00.000000000,0.04598568913376553,142.0,1130.8420000000003,165.0,8928.471999999998,9.0,347.4270000000001,3.0,18.051,0.0,0.0,0.0,0.0,6.0,42.398,12.0,526.598,0.0,0.0,0.0,0.0,11.0,246.944,,,1.0,0.2,1.0,7.6,150.0,14535.339999437334,0.0
2014-04-24 00:00:00.000000000,0.0509029881940343,152.0,1466.2709999999988,150.0,9692.133000000002,43.0,4464.974999999999,5.0,209.937,0.0,0.0,0.0,0.0,4.0,31.933,35.0,2688.5359999999996,3.0,51.184,0.0,0.0,31.0,716.1970000000001,,,1.0,-0.4,1.0,7.6,107.0,22086.478000164043,0.0
2014-04-25 00:00:00.000000000,0.10906106363682745,130.0,817.6129999999998,142.0,7279.144,13.0,650.832,3.0,21.070999999999998,0.0,0.0,0.0,0.0,6.0,68.847,23.0,2227.694,3.0,63.316,0.0,0.0,17.0,347.974,,,2.0,-0.2,0.8,7.2,141.0,13973.941999673843,1.0
2014-04-26 00:00:00.000000000,0.21424877162423497,99.0,864.5189999999998,43.0,2567.8570000000004,1.0,125.556,4.0,27.267000000000003,0.0,0.0,0.0,0.0,5.0,46.205,3.0,2368.377,20.0,470.77300000000014,1.0,3.148,21.0,315.763,,,3.0,-0.2,1.0,7.6,70.0,15482.018999338148,4.0
2014-04-27 00:00:00.000000000,0.030478923798963695,82.0,1291.3139999999996,48.0,2431.4979999999996,11.0,1510.221,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1056.684,2.0,27.470000000000002,0.0,0.0,0.0,0.0,6.0,60.337999999999994,,,0.0,0.0,1.0,7.5,53.0,5700.562000036243,0.0
2014-04-28 00:00:00.000000000,0.0196753225383989,114.0,1312.0009999999997,85.0,4697.372000000001,14.0,1548.4379999999999,9.0,465.25300000000004,0.0,0.0,0.0,0.0,6.0,72.58399999999999,12.0,2423.933,0.0,0.0,0.0,0.0,22.0,380.193,,,2.0,-0.8,0.8,7.6,89.0,10807.829999685286,0.0
2014-04-29 00:00:00.000000000,0.10275824852950448,139.0,5289.913000000001,79.0,3834.644999999999,24.0,1562.5330000000004,0.0,0.0,2.0,333.305,0.0,0.0,5.0,40.471999999999994,4.0,411.485,2.0,41.982,0.0,0.0,19.0,410.436,,,0.0,-0.25,1.0,7.0,102.0,7873.291999101639,0.0
2014-04-30 00:00:00.000000000,0.1510514590407472,118.0,844.9630000000001,104.0,3550.6179999999995,15.0,504.862,6.0,375.02200000000005,,,0.0,0.0,8.0,185.78300000000002,9.0,89.166,16.0,272.798,0.0,0.0,5.0,112.29499999999999,,,1.0,-0.4,0.75,7.8,115.0,9175.604999065401,0.0
2014-05-01 00:00:00.000000000,0.03706526814765703,200.0,1876.113,201.0,8191.4100000000035,8.0,470.866,45.0,1321.1039999999996,,,1.0,28.098000000000003,6.0,44.43,34.0,4918.942000000001,0.0,0.0,0.0,0.0,15.0,269.56899999999996,,,7.0,-0.4,1.0,8.0,191.0,15516.951998472216,4.0
2014-05-02 00:00:00.000000000,0.07734101929677568,120.0,795.4359999999997,136.0,7925.917999999999,6.0,352.88800000000003,31.0,1069.748,,,,,5.0,32.443,17.0,771.266,0.0,0.0,0.0,0.0,2.0,11.082999999999998,,,,-0.2,1.0,7.6,125.0,15088.519000768663,0.0
2014-05-03 00:00:00.000000000,0.07174088489517204,78.0,753.2569999999997,61.0,4539.775999999998,22.0,2761.9500000000003,8.0,296.313,,,,,5.0,40.568999999999996,9.0,205.602,1.0,143.631,1.0,30.101999999999997,4.0,125.60499999999999,,,,-0.2,1.0,8.0,75.0,8186.036000728604,1.0
2014-05-04 00:00:00.000000000,0.13619180837703834,95.0,1758.4379999999996,64.0,3381.6890000000003,6.0,928.4060000000001,,,,,,,5.0,35.525000000000006,5.0,494.6770000000001,,,,,0.0,0.0,,,,-0.5,1.0,8.0,64.0,5889.194999456405,
2014-05-05 00:00:00.000000000,0.007842595452107337,33.0,438.34700000000004,22.0,826.787,1.0,318.514,,,,,,,,,1.0,25.104,,,,,4.0,264.331,,,,,,,13.0,1788.7339999675771,
1970-01-01 00:00:00.000000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-17 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,2.0
2014-02-18 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0
2014-02-19 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,3.0
2014-02-20 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.0
2014-02-21 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,3.0
2014-02-22 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,5.0
2014-02-23 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0
2014-02-24 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,2.0
2014-02-25 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,2.0
2014-02-26 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,0.0
2014-02-27 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,0.0
2014-02-28 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,3.0
2014-03-01 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0
2014-03-02 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0
2014-03-03 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.0
2014-03-04 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,1.0
2014-03-05 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,0.0
2014-03-06 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,1.0
2014-03-07 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,3.0
2014-03-08 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,1.0
2014-03-09 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,0.0
2014-03-10 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,4.0
2014-03-11 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,4.0
2014-03-12 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,1.0
2014-03-13 00:00:00.000000000,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,1.0
2014-03-14 00:00:00.000000000,,21.0,157.95299999999997,62.0,1025.0309999999997,10.0,160.45800000000003,,,,,,,9.0,223.087,5.0,28.631,,,,,,,,,6.0,,,,73.0,1605.1650004386906,0.0
2014-03-15 00:00:00.000000000,,163.0,2421.108999999999,113.0,2198.7030000000004,10.0,351.694,,,,,,,0.0,0.0,0.0,0.0,8.0,125.70000000000002,,,,,,,7.0,,,,182.0,5309.255001068115,0.0
2014-03-16 00:00:00.000000000,,99.0,2437.0460000000003,67.0,3151.8289999999997,1.0,88.39200000000001,,,,,,,19.0,408.1059999999999,17.0,181.591,0.0,0.0,,,,,,,4.0,0.0,0.0,6.333333333333333,125.0,4902.626999616626,1.0
2014-03-17 00:00:00.000000000,0.16806841495032573,132.0,1229.3469999999995,95.0,4518.116000000002,5.0,2511.178,,,,,,,8.0,103.69899999999998,10.0,103.02799999999999,0.0,0.0,,,,,,,4.0,0.5,0.5,6.75,133.0,10159.769001245493,0.0
2014-03-18 00:00:00.000000000,0.2194843842554376,143.0,2604.5209999999993,119.0,3933.080999999999,3.0,88.943,,,,,,,5.0,88.72200000000001,19.0,212.36399999999995,0.0,0.0,,,,,,,15.0,0.6,0.8,8.2,164.0,4512.4710013866425,1.0
2014-03-19 00:00:00.000000000,0.31563175685064315,136.0,1554.558,79.0,2596.988999999999,12.0,196.13899999999995,,,,,,,6.0,105.536,5.0,47.815,32.0,567.1649999999998,,,,,,,5.0,0.4,0.4,6.8,165.0,8182.757000207906,1.0
2014-03-20 00:00:00.000000000,0.23902496021034733,148.0,1777.9770000000005,68.0,2154.3709999999996,10.0,148.18,,,,,,,8.0,86.857,9.0,131.598,0.0,0.0,,,,,,,10.0,-0.5,0.75,7.25,127.0,4360.33400130272,1.0
2014-03-21 00:00:00.000000000,0.2896279249001075,179.0,2230.3030000000017,64.0,2858.4460000000004,3.0,459.604,,,,,,,4.0,37.944,24.0,388.02099999999996,18.0,442.29599999999994,,,,,,,10.0,-0.75,0.75,7.5,148.0,11155.850999116892,1.0
2014-03-22 00:00:00.000000000,0.44604368683290135,214.0,1930.2659999999992,85.0,1852.2560000000005,18.0,662.9110000000001,,,,,,,4.0,43.204,38.0,408.667,39.0,780.617,,,,,,,25.0,-1.0,-0.5,6.5,216.0,7589.562002897265,1.0
2014-03-23 00:00:00.000000000,0.2696971570335323,117.0,894.506,50.0,1839.8989999999994,17.0,388.09799999999996,,,,,,,4.0,61.864999999999995,9.0,171.994,53.0,1263.189,,,,,,,8.0,-1.0,0.0,6.25,141.0,4528.527000665666,1.0
2014-03-24 00:00:00.000000000,0.15612466250149995,89.0,1073.4960000000003,62.0,3012.181,11.0,532.0129999999999,,,,,,,5.0,81.80799999999999,13.0,232.80100000000002,0.0,0.0,,,,,,,5.0,0.2,-0.2,6.4,123.0,2766.64899945259,0.0
2014-03-25 00:00:00.000000000,0.23051365485645378,164.0,2806.931,73.0,2788.7509999999997,5.0,459.58899999999994,,,,,,,5.0,50.375,13.0,148.447,0.0,0.0,,,,,,,7.0,-1.25,0.75,7.75,167.0,4637.388000011445,0.0
2014-03-26 00:00:00.000000000,0.29395346240584214,129.0,1736.7440000000004,70.0,2533.849,25.0,767.1449999999999,,,,,,,5.0,41.95,37.0,1562.023,0.0,0.0,,,,,,,5.0,-1.2,0.4,7.2,158.0,6069.630000829695,0.0
2014-03-27 00:00:00.000000000,0.22884900892215096,121.0,2267.1239999999993,91.0,2997.043000000002,12.0,490.78100000000006,,,,,,,12.0,731.853,8.0,81.366,0.0,0.0,,,15.0,67.16300000000001,,,3.0,0.0,0.5,7.25,174.0,5746.980998754502,0.0
2014-03-28 00:00:00.000000000,0.2615983280781396,108.0,1053.115,66.0,1245.1270000000002,21.0,707.6400000000001,,,,,,,10.0,125.66900000000001,41.0,2717.215000000001,0.0,0.0,,,0.0,0.0,,,8.0,-0.6,0.6,6.8,150.0,3969.5809991359715,2.0
2014-03-29 00:00:00.000000000,0.4324693550603951,160.0,17416.279999999995,41.0,2141.4889999999996,4.0,1063.268,,,,,,,4.0,52.840999999999994,13.0,523.854,32.0,501.64399999999995,,,0.0,0.0,,,4.0,-0.75,0.25,7.25,142.0,4403.242997646333,0.0
2014-03-30 00:00:00.000000000,0.24188730879396783,96.0,772.7870000000001,34.0,1110.8560000000002,24.0,1278.594,,,,,,,15.0,113.22800000000001,15.0,322.901,0.0,0.0,,,0.0,0.0,,,10.0,-1.0,0.75,7.0,113.0,3937.041998863219,1.0
2014-03-31 00:00:00.000000000,0.15637292366427655,142.0,1186.2989999999995,87.0,2481.3219999999997,12.0,354.9650000000001,,,,,,,6.0,81.741,16.0,2038.631,0.0,0.0,,,0.0,0.0,,,14.0,-0.8,0.4,7.2,164.0,4774.1459991931915,2.0
2014-04-01 00:00:00.000000000,0.26196053218905446,123.0,2790.0139999999997,61.0,1322.6100000000001,5.0,76.976,,,,,,,9.0,186.41299999999998,17.0,191.12099999999998,6.0,345.20000000000005,,,0.0,0.0,,,2.0,-0.2,0.8,7.4,163.0,3297.737997055054,1.0
