"","prop_id","srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","comp1_rate","comp1_inv","comp1_rate_percent_diff","comp2_rate","comp2_inv","comp2_rate_percent_diff","comp3_rate","comp3_inv","comp3_rate_percent_diff","comp4_rate","comp4_inv","comp4_rate_percent_diff","comp5_rate","comp5_inv","comp5_rate_percent_diff","comp6_rate","comp6_inv","comp6_rate_percent_diff","comp7_rate","comp7_inv","comp7_rate_percent_diff","comp8_rate","comp8_inv","comp8_rate_percent_diff","click_bool","gross_bookings_usd","booking_bool","min_date","max_date","avg_hist_starrating","avg_hist_adr_usd","nr_searches","avg_prop_starrating","avg_prop_review_score","avg_prop_location_score1","avg_prop_location_score2","avg_prop_log_historical_price","avg_price_usd","avg_srch_query_affinity_score","std_prop_starrating","std_prop_review_score","std_prop_location_score1","std_prop_location_score2","std_prop_log_historical_price","std_price_usd","std_srch_query_affinity_score","median_prop_starrating","median_prop_review_score","median_prop_location_score1","median_prop_location_score2","median_prop_log_historical_price","median_price_usd","median_srch_query_affinity_score","click_prob","book_prob","day","month","site_id_exp","visitor_location_country_id_exp","prop_country_id_exp","prop_id_exp","prop_starrating_exp","prop_review_score_exp","srch_destination_id_exp","srch_length_of_stay_exp","srch_adults_count_exp","srch_room_count_exp","day_exp","month_exp","pos_exp","price_diff","stars_diff","price_usd_norm_by_srch_id","price_usd_norm_by_prop_country_id","price_usd_norm_by_prop_id","prop_starrating_norm_by_srch_id","prop_starrating_norm_by_prop_country_id","prop_starrating_norm_by_prop_id","prop_location_score1_norm_by_srch_id","prop_location_score1_norm_by_prop_country_id","prop_location_score1_norm_by_prop_id","prop_review_score_norm_by_srch_id","prop_review_score_norm_by_prop_country_id","prop_review_score_norm_by_prop_id","prop_log_historical_price_norm_by_srch_id","prop_log_historical_price_norm_by_prop_country_id","prop_log_historical_price_norm_by_prop_id","comp_rate","comp_inv","comp_rate_percent_diff"
"5755",79980,253553,2013-02-09,5,219,-1,-1,219,3,4.5,1,2.3,-1,4.9,32,144,0,7600,2,4,2,1,1,0,-1,10.35,0,-1,-1,-1,-1,1,-1,-1,0,10,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,2013-02-09,2013-02-09,-1,-1,1,3,4.5,2.3,-1,4.89,143.5,-1,0,0,0,-1,0.0141421356237313,0.707106781186548,-1,3,4.5,2.3,-1,4.89,143.5,-1,0,0,"zaterdag",2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.000458977309309271,1,1,0.6,1,1,0.385259631490787,1,1,-1,1,1,0.789049919484702,1,-1,1,10
"1991",26652,294852,2013-05-06,5,219,-1,-1,219,3,3.5,1,1.95,0.0304,4.34,8,68,0,21344,1,1,2,0,1,0,-1,12.54,1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,2013-05-06,2013-05-06,-1,-1,2,3,3.5,1.95,0.0304,4.34,68,-1,-1,-1,-1,-1,-1,-1,-1,3,3.5,1.95,0.0304,4.34,68,-1,0,0,"maandag",5,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.623853211009174,0.0002167392849516,1,1,0.6,1,0.65,0.326633165829146,1,0.777777777777778,-1,1,0.979683972911964,0.698872785829308,1,0,0,-1
"1231",17007,234504,2013-06-17,5,219,-1,-1,219,3,4,1,1.79,0.0263,0,22,209,0,17603,3,16,2,2,1,0,-1,420.85,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,0,-1,0,2013-06-17,2013-06-17,-1,-1,1,3,4,1.79,0.0263,0,209,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1.79,0.0263,0,209,-1,0,0,"maandag",6,0,0,0,0,16.827149321267,0,0,0,0,16.9967961553865,16.8801858612678,17.1281843914274,-1,-1,-1,1,0.000666154566983595,1,1,0.6,1,1,0.299832495812395,1,1,-1,1,-1,0,-1,-1,0,6
"2291",30980,164970,2013-06-30,14,219,-1,-1,53,5,5,0,1.39,0.007,0,16,10265.23,1,12888,3,0,2,0,1,1,-1,7982.76,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-06-30,2013-06-30,-1,-1,1,5,5,1.39,0.007,0,10265.23,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1.39,0.007,0,10265.23,-1,0,0,"zondag",6,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1,0.282520325203252,1,1,1,1,-1,0,-1,1,0,17
"8967",125484,164093,2013-01-29,5,219,-1,-1,99,3,3,0,5.25,0.1653,5.05,1,227,0,7961,5,70,2,0,1,0,-1,4991.27,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-01-29,2013-01-29,-1,-1,1,3,3,5.25,0.1653,5.05,227,-1,-1,-1,-1,-1,-1,-1,-1,3,3,5.25,0.1653,5.05,227,-1,0,0,"dinsdag",1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.181891025641026,1,1,0.6,1,1,0.835987261146497,1,1,0.6,1,1,0.813204508856683,1,0,0,-1
"8005",112245,112763,2013-05-27,5,219,-1,-1,109,5,4.5,0,2.3,0.0073,5.76,29,204,0,11543,2,98,2,0,1,0,-1,6182.36,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-05-27,2013-05-27,-1,-1,1,5,4.5,2.3,0.0073,5.76,204,-1,-1,-1,-1,-1,-1,-1,-1,5,4.5,2.3,0.0073,5.76,204,-1,0,0,"maandag",5,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.280728793967083,1,1,1,1,1,0.436432637571158,1,1,0.9,1,1,0.927536231884058,1,0,0,-1
"6981",97984,239308,2013-03-05,5,219,-1,-1,219,3,4.5,1,1.1,-1,5.48,19,146,0,15028,3,23,2,0,1,1,-1,355.86,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-03-05,2013-03-05,-1,-1,1,3,4.5,1.1,-1,5.48,146,-1,-1,-1,-1,-1,-1,-1,-1,3,4.5,1.1,-1,5.48,146,-1,0,0,"dinsdag",3,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.000465351994160789,1,1,0.6,1,1,0.184254606365159,1,1,-1,1,1,0.882447665056361,1,0,0,-1
"6123",85218,303901,2013-06-11,24,216,-1,-1,14,3,4.5,0,2.48,0.0475,0,2,64.34,0,9387,1,45,2,0,1,1,-1,-1,1,-1,-1,-1,1,0,8,-1,-1,-1,0,0,-1,1,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-06-11,2013-06-11,-1,-1,1,3,4.5,2.48,0.0475,0,64.34,-1,-1,-1,-1,-1,-1,-1,-1,3,4.5,2.48,0.0475,0,64.34,-1,0,0,"dinsdag",6,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.244165306819476,1,1,0.6,1,1,0.587677725118483,1,1,1,1,-1,0,-1,2,0,7.5
"8167",114319,259757,2013-05-02,12,99,-1,-1,219,2,2.5,0,1.61,8e-04,4.88,31,150.25,0,7708,1,37,5,0,4,1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-05-02,2013-05-02,-1,-1,1,2,2.5,1.61,8e-04,4.88,150.25,-1,-1,-1,-1,-1,-1,-1,-1,2,2.5,1.61,8e-04,4.88,150.25,-1,0,0,"donderdag",5,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.000478898199470264,1,1,0.4,1,1,0.269681742043551,1,1,-1,1,1,0.785829307568438,1,0,0,-1
"4830",67102,117959,2013-01-05,14,100,-1,-1,100,3,3.5,1,0,0.006,4.94,28,195.5,0,22132,2,26,2,0,1,1,-1,238.53,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-01-05,2013-01-05,-1,-1,1,3,3.5,0,0.006,4.94,195.5,-1,-1,-1,-1,-1,-1,-1,-1,3,3.5,0,0.006,4.94,195.5,-1,0,0,"zaterdag",1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.366427379903661,1,1,0.6,1,-1,0,-1,1,0.7,1,1,0.79549114331723,1,0,0,-1
"5024",69450,320619,2013-02-21,32,220,-1,-1,39,2,2,0,4.04,0.0537,4.89,2,108.61,0,15122,1,64,2,1,1,1,-1,3824.02,1,-1,-1,-1,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-02-21,2013-02-21,-1,-1,1,2,2,4.04,0.0537,4.89,108.61,-1,-1,-1,-1,-1,-1,-1,-1,2,2,4.04,0.0537,4.89,108.61,-1,0,0,"donderdag",2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.137843943547568,1,1,0.4,1,1,0.889867841409692,1,1,0.4,1,1,0.78743961352657,1,0,0,-1
"8363",117260,158678,2013-05-28,5,219,-1,-1,219,2,3,1,0.69,0.0136,4.26,36,51,0,24468,3,1,2,0,1,0,-1,312.71,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,0,39,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,2013-05-28,2013-05-28,-1,-1,1,2,3,0.69,0.0136,4.26,51,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0.69,0.0136,4.26,51,-1,0,0,"dinsdag",5,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.0001625544637137,1,1,0.4,1,1,0.115577889447236,1,1,-1,1,1,0.685990338164251,1,1,0,39
"8537",119878,176492,2013-02-09,24,216,-1,-1,99,2,4.5,0,0,-1,4.52,10,60.15,0,2219,1,4,1,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-02-09,2013-02-09,-1,-1,1,2,4.5,0,-1,4.52,60.15,-1,-1,-1,-1,-1,-1,-1,-1,2,4.5,0,-1,4.52,60.15,-1,0,0,"zaterdag",2,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.0481971153846154,1,1,0.4,1,-1,0,-1,1,0.9,1,1,0.727858293075684,1,0,0,-1
"1996",26712,224271,2012-12-01,14,100,-1,-1,100,3,4,1,2.89,-1,4.87,27,115.65,0,25572,1,21,2,0,1,1,-1,-1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,4,0,-1,0,2012-12-01,2012-12-01,-1,-1,1,3,4,2.89,-1,4.87,115.65,-1,-1,-1,-1,-1,-1,-1,-1,3,4,2.89,-1,4.87,115.65,-1,0,0,"zaterdag",12,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.216763818341986,1,1,0.6,1,1,0.571146245059289,1,1,0.8,1,1,0.784219001610306,1,-1,0,4
"4919",68170,149245,2013-06-23,5,219,-1,-1,92,3,-1,0,3.14,-1,0,31,74,1,14669,8,19,2,1,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-06-23,2013-06-23,-1,-1,1,3,-1,3.14,-1,0,83,-1,0,-1,0,-1,0,12.7279220613579,-1,3,-1,3.14,-1,0,83,-1,0,0,"zondag",6,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.114999689190029,0.804347826086957,1,0.6,1,1,0.682608695652174,1,-1,-1,-1,-1,0,-1,0,0,-1
"894",12323,45256,2013-06-28,5,219,-1,-1,219,3,4,1,2.08,-1,0,36,89,0,21992,2,3,2,0,1,0,-1,666.67,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-06-28,2013-06-28,-1,-1,1,3,4,2.08,-1,0,89,-1,-1,-1,-1,-1,-1,-1,-1,3,4,2.08,-1,0,89,-1,0,0,"vrijdag",6,0,0,0,0,16.8196078431373,0,0,0,16.6803983703033,17.0060072086504,16.8818453368735,17.1265669227659,-1,-1,-1,1,0.000283673475892536,1,1,0.6,1,1,0.348408710217755,1,1,-1,1,-1,0,-1,0,0,-1
"82",1021,311260,2012-11-18,5,219,-1,-1,219,3,4.5,1,3.78,0.0727,4.96,22,84,0,6820,2,4,2,0,1,1,-1,117.02,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,2012-11-18,2012-11-18,-1,-1,1,3,4.5,3.78,0.0727,4.96,84,-1,-1,-1,-1,-1,-1,-1,-1,3,4.5,3.78,0.0727,4.96,84,-1,0,0,"zondag",11,17.0940665701881,17.0773480662983,17.7098445595855,0,16.8214177978884,16.575612671847,0,17.3734249713631,16.6858306926211,17.0088105726872,16.8788582807833,17.122523251112,-1,-1,-1,1,0.000267736763763741,1,1,0.6,1,1,0.633165829145729,1,1,-1,1,1,0.798711755233494,1,0,0,-1
"157",2039,141574,2012-11-05,4,50,-1,-1,219,3,4,1,3,0.1057,5.02,37,85,0,8081,3,16,2,0,1,0,-1,4281.7,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,2012-11-05,2012-11-05,-1,-1,1,3,4,3,0.1057,5.02,85,-1,-1,-1,-1,-1,-1,-1,-1,3,4,3,0.1057,5.02,85,-1,0,0,"maandag",11,17.1041968162084,0,0,0,16.8214177978884,16.5564853556485,0,17.360824742268,16.6799456767768,16.9963956748098,16.8775307002987,17.1310149615851,-1,-1,-1,1,0.0002709241061895,1,1,0.6,1,1,0.50251256281407,1,1,-1,1,1,0.808373590982287,1,0,1,-1
"1552",21048,285714,2013-03-06,22,92,-1,-1,216,3,3.5,0,4.16,-1,4.97,7,125.8,1,10160,3,28,2,0,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-03-06,2013-03-06,-1,-1,1,3,3.5,4.16,-1,4.97,125.8,-1,-1,-1,-1,-1,-1,-1,-1,3,3.5,4.16,-1,4.97,125.8,-1,0,0,"woensdag",3,0,0,0,0,16.8268476621418,0,0,0,0,0,0,0,-1,-1,-1,1,0.0161447638603696,1,1,0.6,1,1,0.8559670781893,1,1,0.7,1,1,0.800322061191626,1,0,0,-1
"7724",108243,90399,2013-04-02,5,219,-1,-1,219,0,4,0,3.26,0.1122,5.03,24,69,0,1306,2,38,2,0,1,1,-37.738,403.47,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-04-02,2013-04-02,-1,-1,3,0,4,3.26,0.1122,5.03,69,-37.738,-1,-1,-1,-1,-1,-1,-1,0,4,3.26,0.1122,5.03,69,-37.738,0,0,"dinsdag",4,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0.346733668341709,0.000219926627377359,1,0,0,-1,0.967359050445104,0.54606365159129,1,1,-1,1,0.959923664122137,0.809983896940419,1,0,0,-1
"4494",62064,310502,2013-03-14,5,219,-1,-1,219,3,4,1,0,0.4388,4.72,4,94,0,14757,1,148,2,0,1,1,-1,363.6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,2013-03-14,2013-03-14,-1,-1,1,3,4,0,0.4388,4.72,94,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,0.4388,4.72,94,-1,0,0,"donderdag",3,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.00029961018802133,1,1,0.6,1,-1,0,-1,1,-1,1,1,0.760064412238325,1,0,0,-1
"3833",52479,223269,2013-03-24,14,100,-1,-1,100,3,4,0,3.61,0.2869,5.14,10,106.53,0,1996,3,5,2,0,1,1,-1,189.23,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,0,2013-03-24,2013-03-24,-1,-1,1,3,4,3.61,0.2869,5.14,106.365,-1,0,0,0,0,0,0.233345237791559,-1,3,4,3.61,0.2869,5.14,106.365,-1,0,0,"zondag",3,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,0.199670121642644,1,1,0.6,1,1,0.713438735177866,1,1,0.8,1,1,0.827697262479871,1,0,0,-1
